Cluster,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
NO_DOWN,GO:0051098,regulation of binding,41/1214,339/17381,0.000413473,0.005344241,0.004418526,10155/1020/10273/10498/11315/118/142/154/1540/1660/1869/1965/1981/2280/22919/22924/22933/23560/302/3146/3309/3326/3976/4487/4686/4792/4824/4830/5092/51512/5300/54984/567/578/581/5899/7114/7295/8721/90780/998,41
NO_DOWN,GO:0042326,negative regulation of phosphorylation,52/1214,462/17381,0.000443395,0.005716266,0.004726111,1026/103/10808/11072/11171/11315/1605/1609/1647/1846/1847/1981/2048/207/2280/22933/2305/2475/2629/2633/2873/3156/3301/3976/467/4771/51637/5245/5296/5300/55022/5591/5716/5770/578/581/5987/623/6609/6895/7128/7453/7532/80149/836/84313/84335/8692/9368/9555/9647/9711,52
NO_DOWN,GO:0032480,negative regulation of type I interferon production,11/1214,49/17381,0.000456126,0.005835387,0.004824598,1540/5300/55666/5971/64135/7128/7353/79132/9111/9246/9641,11
NO_DOWN,GO:0042345,regulation of NF-kappaB import into nucleus,11/1214,49/17381,0.000456126,0.005835387,0.004824598,1540/23291/387/3965/4792/5052/5716/7114/7205/80149/8877,11
NO_DOWN,GO:0042348,NF-kappaB import into nucleus,11/1214,49/17381,0.000456126,0.005835387,0.004824598,1540/23291/387/3965/4792/5052/5716/7114/7205/80149/8877,11
NO_DOWN,GO:0060249,anatomical structure homeostasis,45/1214,385/17381,0.000471159,0.006012377,0.00497093,10574/10576/11171/118/128866/133522/142/1435/154/2034/22948/231/23154/2323/23381/23649/2547/328/3320/3326/3988/5052/5073/5111/5371/5425/54433/548593/54984/55505/55651/5591/567/581/5879/60/6647/7128/7203/7520/7879/79008/79035/908/9842,45
NO_DOWN,GO:0009201,ribonucleoside triphosphate biosynthetic process,13/1214,65/17381,0.00047689,0.00605017,0.005002176,142/1503/30968/4830/4831/498/506/509/514/518/55022/7114/9605,13
NO_DOWN,GO:0099132,ATP hydrolysis coupled cation transmembrane transport,12/1214,57/17381,0.00047774,0.00605017,0.005002176,498/506/509/514/51606/518/526/527/529/533/57130/9296,12
NO_DOWN,GO:2001244,positive regulation of intrinsic apoptotic signaling pathway,12/1214,57/17381,0.00047774,0.00605017,0.005002176,10134/11315/138151/4487/4824/51024/581/598/6421/6647/7157/9368,12
NO_DOWN,GO:0034341,response to interferon-gamma,24/1214,165/17381,0.000489182,0.006163935,0.005096236,10346/10410/10437/2633/29927/3107/3136/3326/3659/3965/4938/4939/4940/5371/567/58191/6354/6355/6737/6772/7726/8519/8638/9111,24
NO_DOWN,GO:0043409,negative regulation of MAPK cascade,24/1214,165/17381,0.000489182,0.006163935,0.005096236,10808/11072/1605/1846/1847/2048/207/2305/2629/2633/2873/3156/3301/3976/467/4771/5245/5296/5300/5716/5770/6609/8692/9368,24
NO_DOWN,GO:0016197,endosomal transport,34/1214,267/17381,0.000495788,0.006231517,0.005152111,10652/10807/10938/11021/11267/112936/1174/1213/128866/154/164/23513/25930/2647/27183/30844/4478/51479/55048/55353/57533/5987/6811/7109/7879/79720/79778/84313/8678/8729/8907/8943/91056/967,34
NO_DOWN,GO:0043489,RNA stabilization,10/1214,42/17381,0.000498749,0.006237467,0.005157031,1660/1869/1994/23367/2475/25819/4615/4904/5073/8531,10
NO_DOWN,GO:0050434,positive regulation of viral transcription,10/1214,42/17381,0.000498749,0.006237467,0.005157031,1660/23076/5216/5430/5434/5435/5440/5441/6597/9150,10
NO_DOWN,GO:0043484,regulation of RNA splicing,19/1214,118/17381,0.000517541,0.006456394,0.005338036,10262/10658/10921/1655/23076/26528/27339/3190/3303/3312/4686/5430/55544/5725/6427/6428/708/79171/9588,19
NO_DOWN,GO:0006278,RNA-dependent DNA biosynthetic process,14/1214,74/17381,0.00053184,0.006575741,0.00543671,10574/10576/22948/23381/3320/3326/5073/54433/54984/55505/55651/7203/7520/908,14
NO_DOWN,GO:1905897,regulation of response to endoplasmic reticulum stress,14/1214,74/17381,0.00053184,0.006575741,0.00543671,10134/10488/10525/11315/2907/29979/3303/3309/51035/55161/5770/578/581/7466,14
NO_DOWN,GO:1901096,regulation of autophagosome maturation,5/1214,11/17381,0.000533435,0.006575741,0.00543671,154/23274/56893/7405/9711,5
NO_DOWN,GO:0007035,vacuolar acidification,7/1214,22/17381,0.000534976,0.006575741,0.00543671,1201/147007/51606/527/533/54982/5538,7
NO_DOWN,GO:0032469,endoplasmic reticulum calcium ion homeostasis,7/1214,22/17381,0.000534976,0.006575741,0.00543671,10134/2907/51024/5371/578/581/7466,7
NO_DOWN,GO:0050687,negative regulation of defense response to virus,7/1214,22/17381,0.000534976,0.006575741,0.00543671,4277/55666/6895/708/7353/79102/79132,7
NO_DOWN,GO:0032206,positive regulation of telomere maintenance,11/1214,50/17381,0.000548374,0.006707548,0.005545686,10574/10576/22948/5073/5371/548593/7203/7520/79008/79035/908,11
NO_DOWN,GO:0051452,intracellular pH reduction,11/1214,50/17381,0.000548374,0.006707548,0.005545686,1201/147007/51606/526/527/529/533/54982/5538/7879/9296,11
NO_DOWN,GO:1905710,positive regulation of membrane permeability,13/1214,66/17381,0.000556496,0.006777964,0.005603904,10971/1869/2931/3303/4836/578/581/6548/7027/7157/7529/7531/7532,13
NO_DOWN,GO:0006414,translational elongation,20/1214,128/17381,0.000556834,0.006777964,0.005603904,11222/122704/1802/1984/51069/51073/51081/54998/55168/64949/64960/64963/64978/64979/64981/7284/740/7818/85476/90850,20
NO_DOWN,GO:1901214,regulation of neuron death,35/1214,280/17381,0.00058286,0.0070767,0.005850894,1020/10525/112398/11315/1201/128866/142/155061/1965/1981/2002/207/2475/2629/2931/3265/3326/4192/4605/51024/5300/5538/5700/581/598/6418/6647/6648/7157/7466/7965/80331/836/84335/998,35
NO_DOWN,GO:0046890,regulation of lipid biosynthetic process,24/1214,167/17381,0.000584198,0.0070767,0.005850894,10654/1609/1717/207/2181/2194/2222/22937/2475/3156/3157/3422/3692/3949/4047/4597/4598/476/4790/51094/60481/6647/6713/7536,24
NO_DOWN,GO:0006406,mRNA export from nucleus,18/1214,110/17381,0.000589587,0.00710764,0.005876474,10189/10212/10250/10921/1977/1984/23381/23511/26097/29107/4686/51692/53981/6427/6428/7307/84248/9688,18
NO_DOWN,GO:0071427,mRNA-containing ribonucleoprotein complex export from nucleus,18/1214,110/17381,0.000589587,0.00710764,0.005876474,10189/10212/10250/10921/1977/1984/23381/23511/26097/29107/4686/51692/53981/6427/6428/7307/84248/9688,18
NO_DOWN,GO:0090662,ATP hydrolysis coupled transmembrane transport,14/1214,75/17381,0.000612593,0.007367271,0.006091133,476/483/498/506/509/514/51606/518/526/527/529/533/57130/9296,14
NO_DOWN,GO:1900739,regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway,8/1214,29/17381,0.00063181,0.007562119,0.00625223,10971/1869/4836/7027/7157/7529/7531/7532,8
NO_DOWN,GO:1900740,positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway,8/1214,29/17381,0.00063181,0.007562119,0.00625223,10971/1869/4836/7027/7157/7529/7531/7532,8
NO_DOWN,GO:0009108,coenzyme biosynthetic process,21/1214,139/17381,0.000647988,0.007737283,0.006397053,10135/11332/1737/2181/2194/2232/2618/29914/4338/4522/4704/5092/51144/54704/55163/5538/5860/60481/64834/80308/9524,21
NO_DOWN,GO:0045851,pH reduction,11/1214,51/17381,0.00065568,0.007792022,0.00644231,1201/147007/51606/526/527/529/533/54982/5538/7879/9296,11
NO_DOWN,GO:1902369,negative regulation of RNA catabolic process,11/1214,51/17381,0.00065568,0.007792022,0.00644231,10140/1660/1869/1994/23367/2475/25819/4615/4904/5073/8531,11
NO_DOWN,GO:0044089,positive regulation of cellular component biogenesis,54/1214,493/17381,0.000667413,0.007897221,0.006529287,10096/10109/10273/10435/10497/11267/114049/142/1605/1643/1981/2048/23160/23580/2475/25940/27183/285590/2885/3265/3303/3416/387/389/402/4314/4478/4771/5216/5217/5305/548593/5700/5701/5704/5705/57175/581/5879/5899/5987/6382/7157/7408/7453/7879/79008/8061/84135/84299/8678/9647/9842/998,54
NO_DOWN,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage,17/1214,102/17381,0.000667681,0.007897221,0.006529287,1026/138151/1869/23612/3190/51246/5371/5591/578/57805/581/598/64782/7157/79073/83596/9641,17
NO_DOWN,GO:0007050,cell cycle arrest,32/1214,251/17381,0.000700699,0.008248841,0.00682,1020/1026/10498/10634/1647/1869/1874/2305/2475/274/3265/3326/3659/4193/4824/5036/5111/51512/5371/5496/55004/55437/5564/5571/581/6009/7027/7157/8812/8872/9092/9125,32
NO_DOWN,GO:0072593,reactive oxygen species metabolic process,32/1214,251/17381,0.000700699,0.008248841,0.00682,10131/1026/11315/11334/1647/1984/207/22933/2305/2475/285590/2885/3320/3326/3692/375387/4314/4719/5052/51079/55022/5879/6647/6648/7157/80149/83667/8570/8678/8729/91942/9588,32
NO_DOWN,GO:0048194,Golgi vesicle budding,14/1214,76/17381,0.000703504,0.008262463,0.006831263,10113/11196/22870/27095/4905/51399/6396/64689/6811/7109/81876/8729/8775/9632,14
NO_DOWN,GO:0008053,mitochondrial fusion,7/1214,23/17381,0.000723024,0.008388705,0.006935637,30968/51024/54927/55022/578/581/9927,7
NO_DOWN,GO:0010586,miRNA metabolic process,7/1214,23/17381,0.000723024,0.008388705,0.006935637,29102/3265/4790/57510/6895/80149/8570,7
NO_DOWN,GO:0035456,response to interferon-beta,7/1214,23/17381,0.000723024,0.008388705,0.006935637,10410/3659/51079/5359/6772/8519/9641,7
NO_DOWN,GO:0042347,negative regulation of NF-kappaB import into nucleus,7/1214,23/17381,0.000723024,0.008388705,0.006935637,1540/23291/4792/5716/7114/7205/80149,7
NO_DOWN,GO:1900101,regulation of endoplasmic reticulum unfolded protein response,7/1214,23/17381,0.000723024,0.008388705,0.006935637,3303/3309/55161/5770/578/581/7466,7
NO_DOWN,GO:0030150,protein import into mitochondrial matrix,6/1214,17/17381,0.000725962,0.008388705,0.006935637,100287932/10245/10440/10452/56993/84134,6
NO_DOWN,GO:0035089,establishment of apical/basal cell polarity,6/1214,17/17381,0.000725962,0.008388705,0.006935637,23513/23616/387/4478/9368/998,6
NO_DOWN,GO:0050684,regulation of mRNA processing,18/1214,112/17381,0.000734642,0.008469498,0.007002435,10262/10921/1655/1660/26528/27339/3190/3303/3312/4686/5725/6427/6428/708/79171/9588/9810/984,18
NO_DOWN,GO:0009206,purine ribonucleoside triphosphate biosynthetic process,12/1214,60/17381,0.000778645,0.008915302,0.007371019,142/30968/4830/4831/498/506/509/514/518/55022/7114/9605,12
NO_DOWN,GO:1902110,positive regulation of mitochondrial membrane permeability involved in apoptotic process,12/1214,60/17381,0.000778645,0.008915302,0.007371019,10971/1869/2931/3303/4836/578/581/7027/7157/7529/7531/7532,12
NO_DOWN,GO:1904356,regulation of telomere maintenance via telomere lengthening,12/1214,60/17381,0.000778645,0.008915302,0.007371019,10574/10576/142/22948/23381/5073/548593/54984/7203/7520/79008/908,12
NO_DOWN,GO:1902186,regulation of viral release from host cell,8/1214,30/17381,0.000809362,0.009245904,0.007644354,10155/128866/23087/27183/5371/6737/7726/79720,8
NO_DOWN,GO:0071156,regulation of cell cycle arrest,18/1214,113/17381,0.000817983,0.009323149,0.007708219,1020/1026/10498/1647/1869/1874/2305/274/3326/4193/5111/51512/5371/581/7027/7157/8812/9125,18
NO_DOWN,GO:0051817,modification of morphology or physiology of other organism involved in symbiotic interaction,17/1214,104/17381,0.000837915,0.009528668,0.007878139,1072/11334/1605/23076/23513/302/3312/3836/3838/3839/598/6597/7298/80149/8692/8812/9150,17
NO_DOWN,GO:0035751,regulation of lysosomal lumen pH,5/1214,12/17381,0.000861999,0.009736313,0.008049817,1201/147007/527/54982/5538,5
NO_DOWN,GO:0035970,peptidyl-threonine dephosphorylation,5/1214,12/17381,0.000861999,0.009736313,0.008049817,1846/1847/54704/5496/9647,5
NO_DOWN,GO:1901836,regulation of transcription of nuclear large rRNA transcript from RNA polymerase I promoter,5/1214,12/17381,0.000861999,0.009736313,0.008049817,2475/4141/4691/6597/9555,5
NO_DOWN,GO:0090114,COPII-coated vesicle budding,13/1214,69/17381,0.000865697,0.009756118,0.00806619,10113/11196/22870/27095/4905/51399/6396/64689/6811/7109/81876/8775/9632,13
NO_DOWN,GO:0045787,positive regulation of cell cycle,43/1214,374/17381,0.000872397,0.009809572,0.008110386,1026/10498/10755/1164/150465/1647/1869/1874/1977/1981/207/22924/22933/2323/3054/328/3326/387/4193/4487/4824/5111/51512/5371/5716/581/5886/5902/6421/6737/7027/7157/8061/84967/8498/8678/8812/8877/896/9125/9555/994/998,43
NO_DOWN,GO:0000082,G1/S transition of mitotic cell cycle,33/1214,265/17381,0.000880182,0.009874973,0.008164458,10197/1026/10498/1104/138151/1647/1869/1874/1977/1981/207/23649/328/4172/4193/5111/51512/5371/55022/55388/5591/5720/5721/581/5902/5932/6597/7027/7157/7298/84967/8498/9125,33
NO_DOWN,GO:1902373,negative regulation of mRNA catabolic process,10/1214,45/17381,0.00089311,0.009997652,0.008265887,10140/1660/1869/1994/23367/2475/25819/4615/4904/8531,10
NO_DOWN,GO:0009145,purine nucleoside triphosphate biosynthetic process,12/1214,61/17381,0.000908749,0.010150056,0.008391891,142/30968/4830/4831/498/506/509/514/518/55022/7114/9605,12
NO_DOWN,GO:0032204,regulation of telomere maintenance,14/1214,78/17381,0.000919852,0.010205875,0.008438042,10574/10576/142/22948/23381/5073/5371/548593/54984/7203/7520/79008/79035/908,14
NO_DOWN,GO:0048024,"regulation of mRNA splicing, via spliceosome",14/1214,78/17381,0.000919852,0.010205875,0.008438042,10262/10921/1655/26528/27339/3190/3312/4686/5725/6427/6428/708/79171/9588,14
NO_DOWN,GO:1900034,regulation of cellular response to heat,14/1214,78/17381,0.000919852,0.010205875,0.008438042,10808/2288/23511/2475/3303/3312/3320/3326/3337/51278/57805/7531/84335/9688,14
NO_DOWN,GO:0048255,mRNA stabilization,9/1214,38/17381,0.000985582,0.010911021,0.009021045,1660/1869/1994/23367/2475/25819/4615/4904/8531,9
NO_DOWN,GO:0034605,cellular response to heat,18/1214,115/17381,0.001009162,0.011147457,0.009216526,1026/10808/1965/2288/23511/2475/3303/3312/3320/3326/3337/3627/51278/57805/7531/81570/84335/9688,18
NO_DOWN,GO:0031468,nuclear envelope reassembly,6/1214,18/17381,0.001025014,0.011297678,0.009340726,128866/27183/4000/55968/80346/8815,6
NO_DOWN,GO:1902686,mitochondrial outer membrane permeabilization involved in programmed cell death,12/1214,62/17381,0.00105646,0.011618746,0.00960618,10971/1869/2931/3303/4836/578/581/7027/7157/7529/7531/7532,12
NO_DOWN,GO:0070126,mitochondrial translational termination,15/1214,88/17381,0.001068312,0.011723382,0.009692691,11222/122704/51069/51073/51081/54998/55168/64949/64960/64963/64978/64979/64981/740/7818,15
NO_DOWN,GO:0044003,modification by symbiont of host morphology or physiology,10/1214,46/17381,0.001070827,0.011725324,0.009694296,1605/23513/3836/3838/3839/598/7298/80149/8692/8812,10
NO_DOWN,GO:0006289,nucleotide-excision repair,18/1214,116/17381,0.001118242,0.012217832,0.010101493,10980/142/1643/27339/2873/3146/50813/5111/5425/5430/5434/5435/5440/5441/5886/5932/7157/7329,18
NO_DOWN,GO:0006790,sulfur compound metabolic process,43/1214,379/17381,0.001138442,0.012411498,0.010261613,10327/10400/10654/11315/11332/1468/1737/2132/2137/2181/2194/23479/23597/26229/2739/2817/2937/373156/411/4482/4522/4597/4598/50515/5096/51022/51144/54704/55256/5538/55748/57019/58472/60481/64087/64834/6647/78991/8884/9334/9469/9521/9524,43
NO_DOWN,GO:1904589,regulation of protein import,24/1214,175/17381,0.001143574,0.0124404,0.010285509,10155/10204/1026/142/1540/23291/2475/3312/3326/375346/387/3965/4792/5052/5296/5716/7114/7205/7295/80149/8692/8877/9368/9688,24
NO_DOWN,GO:0051222,positive regulation of protein transport,52/1214,482/17381,0.001169406,0.012693877,0.01049508,10055/10134/10155/1020/10204/10400/10497/1147/142/1660/192683/2181/25930/26229/2746/2931/3146/3326/3735/375346/387/3965/4193/4946/5019/51024/51512/51768/5208/5296/56910/5695/5714/57602/59286/64135/7157/7205/7307/7531/79567/79778/80149/85465/8607/8692/8877/90550/9688/9776/9854/998,52
NO_DOWN,GO:0032436,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,14/1214,80/17381,0.00118965,0.012885734,0.010653704,10134/10273/115992/207/22933/26263/2629/29979/3303/4193/55905/5716/5886/8078,14
NO_DOWN,GO:0019886,antigen processing and presentation of exogenous peptide antigen via MHC class II,16/1214,98/17381,0.001192233,0.012885881,0.010653825,10121/10437/11258/1173/1174/1211/1213/1520/162/164/6396/64837/7879/832/8907/9632,16
NO_DOWN,GO:0000154,rRNA modification,9/1214,39/17381,0.001202954,0.012952655,0.010709032,10528/113000/114049/117246/4839/54433/55505/55651/55695,9
NO_DOWN,GO:0042990,regulation of transcription factor import into nucleus,15/1214,89/17381,0.001203577,0.012952655,0.010709032,10155/1540/23291/2475/375346/387/3965/4792/5052/5296/5716/7114/7205/80149/8877,15
NO_DOWN,GO:0009267,cellular response to starvation,20/1214,136/17381,0.00121314,0.013027612,0.010771006,1026/10634/10985/1611/1965/23274/2475/26263/2629/3309/3312/4141/467/5899/7157/79567/80149/8131/83667/8678,20
NO_DOWN,GO:0006360,transcription from RNA polymerase I promoter,12/1214,63/17381,0.001223568,0.013111528,0.010840386,23160/2475/25885/4141/4691/5434/5435/5440/5441/6597/84135/9555,12
NO_DOWN,GO:2001252,positive regulation of chromosome organization,22/1214,156/17381,0.001248253,0.013347529,0.011035508,10155/10574/10576/1786/22948/26097/26147/3976/5073/5371/548593/6421/7157/7203/7520/79008/79035/8678/8986/908/9555/9810,22
NO_DOWN,GO:0051205,protein insertion into membrane,10/1214,47/17381,0.001276427,0.013619746,0.011260571,10971/1869/4836/581/64108/7027/7157/7529/7531/7532,10
NO_DOWN,GO:0033120,positive regulation of RNA splicing,8/1214,32/17381,0.001283852,0.013669892,0.011302032,10262/26528/27339/3303/3312/4686/5430/9588,8
NO_DOWN,GO:0000041,transition metal ion transport,17/1214,108/17381,0.001291308,0.013720144,0.011343579,1213/2288/23516/29985/475/51606/526/527/529/533/567/57130/5818/6341/7779/7922/9296,17
NO_DOWN,GO:0045198,establishment of epithelial cell apical/basal polarity,5/1214,13/17381,0.001320539,0.013912822,0.011502882,23616/387/4478/9368/998,5
NO_DOWN,GO:0090151,establishment of protein localization to mitochondrial membrane,5/1214,13/17381,0.001320539,0.013912822,0.011502882,25813/3308/3320/51079/56993,5
NO_DOWN,GO:1900103,positive regulation of endoplasmic reticulum unfolded protein response,5/1214,13/17381,0.001320539,0.013912822,0.011502882,3303/55161/5770/578/581,5
NO_DOWN,GO:1904814,"regulation of protein localization to chromosome, telomeric region",5/1214,13/17381,0.001320539,0.013912822,0.011502882,10574/10576/22948/908/9555,5
NO_DOWN,GO:0042776,mitochondrial ATP synthesis coupled proton transport,6/1214,19/17381,0.001410277,0.014796111,0.01223317,30968/498/506/509/514/518,6
NO_DOWN,GO:0048026,"positive regulation of mRNA splicing, via spliceosome",6/1214,19/17381,0.001410277,0.014796111,0.01223317,10262/26528/27339/3312/4686/9588,6
NO_DOWN,GO:0046825,regulation of protein export from nucleus,9/1214,40/17381,0.001457419,0.015258787,0.012615702,1020/11315/4193/51512/57510/5905/7157/7295/7531,9
NO_DOWN,GO:0007040,lysosome organization,11/1214,56/17381,0.00148783,0.015512401,0.012825387,1201/147007/411/4669/527/54982/55004/55353/5538/7879/8678,11
NO_DOWN,GO:0080171,lytic vacuole organization,11/1214,56/17381,0.00148783,0.015512401,0.012825387,1201/147007/411/4669/527/54982/55004/55353/5538/7879/8678,11
NO_DOWN,GO:0046824,positive regulation of nucleocytoplasmic transport,18/1214,119/17381,0.001507595,0.015685874,0.012968811,10155/10204/142/1660/3326/375346/387/3965/4193/51512/5296/7157/7205/7531/80149/8692/8877/9688,18
NO_DOWN,GO:0006754,ATP biosynthetic process,10/1214,48/17381,0.001513058,0.015710116,0.012988854,142/30968/498/506/509/514/518/55022/7114/9605,10
NO_DOWN,GO:0042991,transcription factor import into nucleus,15/1214,91/17381,0.001517596,0.01572468,0.013000895,10155/1540/23291/2475/375346/387/3965/4792/5052/5296/5716/7114/7205/80149/8877,15
NO_DOWN,GO:0016050,vesicle organization,43/1214,385/17381,0.001549887,0.016026154,0.013250149,10113/10652/11196/11267/115704/1173/128866/164/22870/2647/27095/27183/302/399979/4905/5119/51399/51479/55004/55048/55353/55361/55654/57533/6382/6396/64689/6811/6890/6891/6892/7109/7405/7879/79102/79720/81876/84313/8729/8775/8907/8943/9632,43
NO_DOWN,GO:0051402,neuron apoptotic process,28/1214,221/17381,0.001609446,0.016474914,0.013621175,1020/10525/112398/11315/1201/142/1822/2931/3265/3309/3326/4192/4605/51024/5300/5538/56616/581/598/6418/6647/6648/7157/7466/80331/836/84335/998,28
NO_DOWN,GO:0015985,"energy coupled proton transport, down electrochemical gradient",7/1214,26/17381,0.001612998,0.016474914,0.013621175,30968/498/506/509/514/518/9605,7
NO_DOWN,GO:0015986,ATP synthesis coupled proton transport,7/1214,26/17381,0.001612998,0.016474914,0.013621175,30968/498/506/509/514/518/9605,7
NO_DOWN,GO:0018195,peptidyl-arginine modification,7/1214,26/17381,0.001612998,0.016474914,0.013621175,10419/10498/11315/200185/55352/79084/84864,7
NO_DOWN,GO:0019054,modulation by virus of host process,7/1214,26/17381,0.001612998,0.016474914,0.013621175,23513/3836/3838/3839/598/80149/8812,7
NO_DOWN,GO:0097066,response to thyroid hormone,7/1214,26/17381,0.001612998,0.016474914,0.013621175,10634/1520/1984/231/2629/302/4005,7
NO_DOWN,GO:0051881,regulation of mitochondrial membrane potential,12/1214,65/17381,0.001623691,0.016516857,0.013655854,11315/11334/142/207/27166/30968/4719/55022/578/581/598/6647,12
NO_DOWN,GO:1903313,positive regulation of mRNA metabolic process,12/1214,65/17381,0.001623691,0.016516857,0.013655854,10140/10236/10262/26528/27339/3303/3312/4686/80149/8570/9567/9588,12
NO_DOWN,GO:0002495,antigen processing and presentation of peptide antigen via MHC class II,16/1214,101/17381,0.001652589,0.016776785,0.013870757,10121/10437/11258/1173/1174/1211/1213/1520/162/164/6396/64837/7879/832/8907/9632,16
NO_DOWN,GO:0043280,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process,18/1214,120/17381,0.001660543,0.016823477,0.013909362,10134/1611/3146/3329/3336/3965/4824/51024/51079/5134/5371/54205/56616/578/581/836/8795/9647,18
NO_DOWN,GO:0030433,ubiquitin-dependent ERAD pathway,13/1214,74/17381,0.001695526,0.017071831,0.014114696,10134/10273/10952/29979/3309/550/55666/5700/5701/5704/5705/7466/92305,13
NO_DOWN,GO:0046823,negative regulation of nucleocytoplasmic transport,13/1214,74/17381,0.001695526,0.017071831,0.014114696,1020/11315/1540/23291/2475/4792/5716/5905/7114/7205/7295/80149/9368,13
NO_DOWN,GO:1902882,regulation of response to oxidative stress,15/1214,92/17381,0.001698673,0.017071831,0.014114696,10131/10808/11315/142/207/29979/4314/57190/6421/6647/6648/7295/83667/9555/9688,15
NO_DOWN,GO:1905037,autophagosome organization,15/1214,92/17381,0.001698673,0.017071831,0.014114696,128866/2629/29979/5305/55054/55968/57533/5899/7879/8131/81876/83460/8678/9776/9927,15
NO_DOWN,GO:0051099,positive regulation of binding,23/1214,170/17381,0.001719947,0.017251071,0.014262889,10155/1020/11315/118/142/1660/1965/1981/2280/22919/22924/22933/302/3146/3326/4686/4830/54984/567/5899/7295/8721/90780,23
NO_DOWN,GO:0001836,release of cytochrome c from mitochondria,11/1214,57/17381,0.001729373,0.017310985,0.014312425,207/27113/27166/4000/51024/5716/578/581/598/6648/7157,11
NO_DOWN,GO:0032527,protein exit from endoplasmic reticulum,9/1214,41/17381,0.001753399,0.017447015,0.014424892,10113/10134/10952/29098/550/55666/7353/81502/92305,9
NO_DOWN,GO:0044088,regulation of vacuole organization,9/1214,41/17381,0.001753399,0.017447015,0.014424892,128866/302/5305/55353/57533/5899/8131/81876/8678,9
NO_DOWN,GO:0090382,phagosome maturation,9/1214,41/17381,0.001753399,0.017447015,0.014424892,10497/11031/51606/526/527/529/533/7879/9296,9
NO_DOWN,GO:1902806,regulation of cell cycle G1/S phase transition,24/1214,181/17381,0.001822682,0.018100496,0.014965179,10197/1026/10498/138151/1647/1869/1874/1981/207/328/4193/5111/51512/5371/55022/5591/5720/5721/581/6597/7027/7157/84967/9125,24
NO_DOWN,GO:0002504,antigen processing and presentation of peptide or polysaccharide antigen via MHC class II,16/1214,102/17381,0.001835827,0.018195006,0.015043318,10121/10437/11258/1173/1174/1211/1213/1520/162/164/6396/64837/7879/832/8907/9632,16
NO_DOWN,GO:0071479,cellular response to ionizing radiation,12/1214,66/17381,0.001860845,0.018370354,0.015188293,1026/1647/2002/2547/2885/3265/3309/4193/598/7157/7520/79073,12
NO_DOWN,GO:1902108,regulation of mitochondrial membrane permeability involved in apoptotic process,12/1214,66/17381,0.001860845,0.018370354,0.015188293,10971/1869/2931/3303/4836/578/581/7027/7157/7529/7531/7532,12
NO_DOWN,GO:0006732,coenzyme metabolic process,40/1214,355/17381,0.001887907,0.018600894,0.015378899,10135/10400/10654/11332/1737/2181/2194/2232/23511/23597/2618/29914/3156/3692/3945/4338/4522/4597/4598/4704/5092/51144/51181/5208/5226/54704/55163/5538/5571/5860/60481/64087/64834/7086/7298/80308/8884/9524/9540/9688,40
NO_DOWN,GO:0009124,nucleoside monophosphate biosynthetic process,15/1214,93/17381,0.001897438,0.018658144,0.015426233,142/1635/1854/2618/30968/498/506/509/514/518/55022/5631/7114/7298/9605,15
NO_DOWN,GO:0006122,"mitochondrial electron transport, ubiquinol to cytochrome c",5/1214,14/17381,0.001936769,0.018933526,0.015653914,27089/29796/54205/7384/7386,5
NO_DOWN,GO:0045898,regulation of RNA polymerase II transcriptional preinitiation complex assembly,5/1214,14/17381,0.001936769,0.018933526,0.015653914,3146/5700/5701/5704/5705,5
NO_DOWN,GO:1902187,negative regulation of viral release from host cell,5/1214,14/17381,0.001936769,0.018933526,0.015653914,10155/23087/5371/6737/7726,5
NO_DOWN,GO:0034383,low-density lipoprotein particle clearance,8/1214,34/17381,0.001956627,0.019090438,0.015783646,10938/1173/1211/1213/302/3190/3949/3988,8
NO_DOWN,GO:0042306,regulation of protein import into nucleus,23/1214,172/17381,0.002008082,0.019554429,0.016167266,10155/10204/1026/142/1540/23291/2475/3326/375346/387/3965/4792/5052/5296/5716/7114/7205/7295/80149/8692/8877/9368/9688,23
NO_DOWN,GO:0008299,isoprenoid biosynthetic process,7/1214,27/17381,0.002047914,0.019712646,0.016298077,10654/2222/3156/3157/3422/4597/4598,7
NO_DOWN,GO:0015988,"energy coupled proton transmembrane transport, against electrochemical gradient",7/1214,27/17381,0.002047914,0.019712646,0.016298077,51606/518/526/527/529/533/9296,7
NO_DOWN,GO:0015991,ATP hydrolysis coupled proton transport,7/1214,27/17381,0.002047914,0.019712646,0.016298077,51606/518/526/527/529/533/9296,7
NO_DOWN,GO:0032647,regulation of interferon-alpha production,7/1214,27/17381,0.002047914,0.019712646,0.016298077,1147/1660/3146/3329/64135/6772/9111,7
NO_DOWN,GO:0050685,positive regulation of mRNA processing,7/1214,27/17381,0.002047914,0.019712646,0.016298077,10262/26528/27339/3303/3312/4686/9588,7
NO_DOWN,GO:0090383,phagosome acidification,7/1214,27/17381,0.002047914,0.019712646,0.016298077,51606/526/527/529/533/7879/9296,7
